ts,v29_regime,v30_regime,price,drawdown_pct,rsi
2021-01-02 14:00:00+00:00,BULL,RANGE,762.42,-1.26,70.1
2021-01-02 15:00:00+00:00,BULL,RANGE,770.86,-0.16,72.8
2021-01-05 05:00:00+00:00,CRASH,BULL,990.34,-11.21,46.6
2021-01-05 06:00:00+00:00,CRASH,BULL,1016.19,-8.89,50.6
2021-01-19 05:00:00+00:00,RECOVERY,CRASH,1323.55,-1.85,67.1
2021-01-19 06:00:00+00:00,RECOVERY,CRASH,1332.54,-1.18,68.7
2021-01-26 03:00:00+00:00,CRASH,RECOVERY,1312.89,-9.92,38.7
2021-01-26 04:00:00+00:00,CRASH,RECOVERY,1339.66,-8.08,44.6
2021-02-09 03:00:00+00:00,RECOVERY,CRASH,1737.31,-0.96,60.2
2021-02-09 04:00:00+00:00,RECOVERY,CRASH,1740.37,-0.78,60.7
2021-02-16 03:00:00+00:00,RANGE,RECOVERY,1820.0,-2.52,56.4
2021-02-16 04:00:00+00:00,RANGE,RECOVERY,1811.87,-2.96,54.0
2021-02-17 16:00:00+00:00,BULL,RANGE,1815.19,-2.78,58.7
2021-02-17 17:00:00+00:00,BULL,RANGE,1819.92,-2.53,60.1
2021-02-21 16:00:00+00:00,RANGE,BULL,1959.92,-3.46,51.2
2021-02-21 17:00:00+00:00,RANGE,BULL,1951.43,-3.88,48.6
2021-02-21 18:00:00+00:00,RANGE,BULL,1965.01,-3.21,52.8
2021-02-21 19:00:00+00:00,RANGE,BULL,1966.9,-3.12,53.3
2021-02-22 10:00:00+00:00,CRASH,RANGE,1816.01,-10.55,28.8
2021-02-22 11:00:00+00:00,CRASH,RANGE,1800.0,-11.34,26.7
2021-03-08 10:00:00+00:00,RECOVERY,CRASH,1712.17,-15.66,56.2
2021-03-08 11:00:00+00:00,RECOVERY,CRASH,1724.3,-15.07,58.9
2021-03-12 12:00:00+00:00,CRASH,RECOVERY,1768.92,-12.87,37.4
2021-03-12 13:00:00+00:00,CRASH,RECOVERY,1745.77,-14.01,31.2
2021-03-13 07:00:00+00:00,CORRECTION,CRASH,1789.64,-11.85,56.9
2021-03-13 09:00:00+00:00,CORRECTION,CRASH,1788.98,-11.88,56.3
2021-03-13 10:00:00+00:00,CORRECTION,CRASH,1860.0,-8.38,72.4
2021-03-13 11:00:00+00:00,CORRECTION,CRASH,1870.61,-7.86,73.9
2021-03-13 12:00:00+00:00,CORRECTION,CRASH,1881.58,-7.32,75.5
2021-03-14 17:00:00+00:00,CORRECTION,CRASH,1854.76,-8.64,42.4
2021-03-14 18:00:00+00:00,CORRECTION,CRASH,1875.78,-7.6,50.8
2021-03-14 19:00:00+00:00,CORRECTION,CRASH,1871.6,-7.81,49.3
2021-03-15 06:00:00+00:00,CORRECTION,CRASH,1811.43,-10.77,34.2
2021-03-15 07:00:00+00:00,CORRECTION,CRASH,1794.93,-11.59,31.2
2021-03-15 08:00:00+00:00,CORRECTION,CRASH,1788.37,-11.91,30.1
2021-03-15 13:00:00+00:00,CORRECTION,CRASH,1789.79,-11.84,37.8
2021-03-15 19:00:00+00:00,CORRECTION,CRASH,1787.01,-11.98,41.2
2021-03-15 20:00:00+00:00,CORRECTION,CRASH,1793.07,-11.68,43.6
2021-03-15 21:00:00+00:00,CORRECTION,CRASH,1799.07,-11.38,45.9
2021-03-15 22:00:00+00:00,CORRECTION,CRASH,1787.31,-11.96,42.2
2021-03-15 23:00:00+00:00,CORRECTION,CRASH,1795.07,-11.58,45.3
2021-03-16 06:00:00+00:00,CORRECTION,CRASH,1790.85,-11.79,51.3
2021-03-16 07:00:00+00:00,CORRECTION,CRASH,1798.79,-11.4,53.4
2021-03-16 08:00:00+00:00,CORRECTION,CRASH,1804.56,-11.11,54.9
2021-03-16 09:00:00+00:00,CORRECTION,CRASH,1806.39,-11.02,55.4
2021-03-16 10:00:00+00:00,CORRECTION,CRASH,1794.61,-11.6,51.5
2021-03-16 11:00:00+00:00,CORRECTION,CRASH,1791.68,-11.75,50.5
2021-03-16 14:00:00+00:00,CORRECTION,CRASH,1795.61,-11.55,52.1
2021-03-16 15:00:00+00:00,CORRECTION,CRASH,1803.62,-11.16,54.7
2021-03-16 16:00:00+00:00,CORRECTION,CRASH,1800.63,-11.31,53.5
2021-03-16 20:00:00+00:00,CORRECTION,CRASH,1797.12,-11.48,52.7
2021-03-16 21:00:00+00:00,CORRECTION,CRASH,1787.37,-11.96,49.3
2021-03-16 22:00:00+00:00,CORRECTION,CRASH,1789.14,-11.87,50.0
2021-03-16 23:00:00+00:00,CORRECTION,CRASH,1806.03,-11.04,55.7
2021-03-17 17:00:00+00:00,CORRECTION,CRASH,1789.79,-11.84,55.1
2021-03-17 18:00:00+00:00,CORRECTION,CRASH,1822.8,-10.21,65.8
2021-03-17 19:00:00+00:00,CORRECTION,CRASH,1829.1,-9.9,67.4
2021-03-17 20:00:00+00:00,CORRECTION,CRASH,1815.93,-10.55,61.0
2021-03-17 21:00:00+00:00,CORRECTION,CRASH,1822.16,-10.25,62.8
2021-03-17 22:00:00+00:00,CORRECTION,CRASH,1815.07,-10.59,59.4
2021-03-17 23:00:00+00:00,CORRECTION,CRASH,1824.74,-10.12,62.4
2021-03-18 00:00:00+00:00,CORRECTION,CRASH,1819.31,-10.39,59.7
2021-03-18 01:00:00+00:00,CORRECTION,CRASH,1829.86,-9.87,63.0
2021-03-18 02:00:00+00:00,CORRECTION,CRASH,1840.31,-9.35,66.0
2021-03-18 03:00:00+00:00,CORRECTION,CRASH,1834.27,-9.65,62.8
2021-03-18 04:00:00+00:00,CORRECTION,CRASH,1830.7,-9.82,61.0
2021-03-18 05:00:00+00:00,CORRECTION,CRASH,1830.85,-9.82,61.1
2021-03-18 06:00:00+00:00,CORRECTION,CRASH,1829.52,-9.88,60.3
2021-03-18 07:00:00+00:00,CORRECTION,CRASH,1815.23,-10.59,52.7
2021-03-18 08:00:00+00:00,CORRECTION,CRASH,1805.49,-11.07,48.2
2021-03-18 09:00:00+00:00,CORRECTION,CRASH,1813.02,-10.7,51.6
2021-03-18 10:00:00+00:00,CORRECTION,CRASH,1819.59,-10.37,54.5
2021-03-18 11:00:00+00:00,CORRECTION,CRASH,1799.63,-11.36,45.7
2021-03-18 12:00:00+00:00,CORRECTION,CRASH,1797.4,-11.47,44.9
2021-03-18 13:00:00+00:00,CORRECTION,CRASH,1790.84,-11.79,42.3
2021-03-18 14:00:00+00:00,CORRECTION,CRASH,1790.64,-11.8,42.2
2021-03-18 15:00:00+00:00,CORRECTION,CRASH,1821.38,-10.28,55.8
2021-03-18 16:00:00+00:00,CORRECTION,CRASH,1810.77,-10.81,51.3
2021-03-18 17:00:00+00:00,CORRECTION,CRASH,1816.99,-10.5,53.7
2021-03-18 18:00:00+00:00,CORRECTION,CRASH,1793.82,-11.64,45.0
2021-03-19 05:00:00+00:00,CORRECTION,CRASH,1803.27,-11.18,54.4
2021-03-19 06:00:00+00:00,CORRECTION,CRASH,1798.35,-11.42,52.4
2021-03-19 07:00:00+00:00,CORRECTION,CRASH,1792.77,-11.69,50.2
2021-03-19 08:00:00+00:00,CORRECTION,CRASH,1807.79,-10.95,55.6
2021-03-19 09:00:00+00:00,CORRECTION,CRASH,1800.79,-11.3,52.7
2021-03-19 10:00:00+00:00,CORRECTION,CRASH,1811.46,-10.77,56.4
2021-03-19 11:00:00+00:00,CORRECTION,CRASH,1819.31,-10.39,59.0
2021-03-19 12:00:00+00:00,CORRECTION,CRASH,1812.67,-10.71,56.0
2021-03-19 13:00:00+00:00,CORRECTION,CRASH,1807.91,-10.95,53.9
2021-03-19 14:00:00+00:00,CORRECTION,CRASH,1818.26,-10.44,57.6
2021-03-19 15:00:00+00:00,CORRECTION,CRASH,1822.32,-10.24,59.0
2021-03-19 16:00:00+00:00,CORRECTION,CRASH,1823.6,-10.17,59.5
2021-03-19 17:00:00+00:00,CORRECTION,CRASH,1822.11,-10.25,58.7
2021-03-19 18:00:00+00:00,CORRECTION,CRASH,1824.46,-10.13,59.6
2021-03-19 19:00:00+00:00,CORRECTION,CRASH,1827.19,-10.0,60.7
2021-03-19 20:00:00+00:00,CORRECTION,CRASH,1817.41,-10.48,54.9
2021-03-19 21:00:00+00:00,CORRECTION,CRASH,1826.01,-10.06,58.7
2021-03-19 22:00:00+00:00,CORRECTION,CRASH,1820.66,-10.32,55.5
2021-03-19 23:00:00+00:00,CORRECTION,CRASH,1809.38,-10.88,49.5
2021-03-20 00:00:00+00:00,CORRECTION,CRASH,1816.39,-10.53,52.9
2021-03-20 01:00:00+00:00,CORRECTION,CRASH,1825.36,-10.09,56.9
2021-03-20 02:00:00+00:00,CORRECTION,CRASH,1828.5,-9.93,58.3
2021-03-20 03:00:00+00:00,CORRECTION,CRASH,1833.07,-9.71,60.2
2021-03-20 04:00:00+00:00,CORRECTION,CRASH,1828.5,-9.93,57.3
2021-03-20 05:00:00+00:00,CORRECTION,CRASH,1822.43,-10.23,53.7
2021-03-20 06:00:00+00:00,CORRECTION,CRASH,1822.64,-10.22,53.8
2021-03-20 07:00:00+00:00,CORRECTION,CRASH,1823.02,-10.2,54.0
2021-03-20 08:00:00+00:00,CORRECTION,CRASH,1830.18,-9.85,57.9
2021-03-20 09:00:00+00:00,CORRECTION,CRASH,1833.17,-9.7,59.5
2021-03-20 10:00:00+00:00,CORRECTION,CRASH,1833.74,-9.68,59.8
2021-03-20 11:00:00+00:00,CORRECTION,CRASH,1841.89,-9.27,64.0
2021-03-20 12:00:00+00:00,CORRECTION,CRASH,1842.54,-9.24,64.3
2021-03-20 13:00:00+00:00,CORRECTION,CRASH,1844.25,-9.16,65.2
2021-03-20 14:00:00+00:00,CORRECTION,CRASH,1852.39,-8.76,69.0
2021-03-20 15:00:00+00:00,CORRECTION,CRASH,1856.53,-8.55,70.8
2021-03-20 16:00:00+00:00,CORRECTION,CRASH,1843.85,-9.18,59.5
2021-03-20 17:00:00+00:00,CORRECTION,CRASH,1846.19,-9.06,60.8
2021-03-20 18:00:00+00:00,CORRECTION,CRASH,1844.13,-9.16,59.1
2021-03-20 19:00:00+00:00,CORRECTION,CRASH,1848.5,-8.95,61.5
2021-03-20 20:00:00+00:00,CORRECTION,CRASH,1828.01,-9.96,47.1
2021-03-20 21:00:00+00:00,CORRECTION,CRASH,1834.08,-9.66,50.8
2021-03-20 22:00:00+00:00,CORRECTION,CRASH,1827.9,-9.96,47.2
2021-03-20 23:00:00+00:00,CORRECTION,CRASH,1806.47,-11.02,37.3
2021-03-21 00:00:00+00:00,CORRECTION,CRASH,1805.97,-11.04,37.1
2021-03-21 01:00:00+00:00,CORRECTION,CRASH,1801.41,-11.27,35.3
2021-03-21 03:00:00+00:00,CORRECTION,CRASH,1787.59,-11.95,31.9
2021-03-21 13:00:00+00:00,CORRECTION,CRASH,1786.58,-12.0,44.8
2021-03-21 14:00:00+00:00,CORRECTION,CRASH,1787.02,-11.98,45.1
2021-03-21 15:00:00+00:00,CORRECTION,CRASH,1791.35,-11.76,47.5
2021-03-21 17:00:00+00:00,CORRECTION,CRASH,1791.32,-11.76,48.2
2021-03-21 18:00:00+00:00,CORRECTION,CRASH,1795.47,-11.56,50.4
2021-03-21 19:00:00+00:00,CORRECTION,CRASH,1798.55,-11.41,52.0
2021-03-21 20:00:00+00:00,CORRECTION,CRASH,1800.35,-11.32,53.0
2021-03-21 21:00:00+00:00,CORRECTION,CRASH,1811.2,-10.79,58.4
2021-03-21 22:00:00+00:00,CORRECTION,CRASH,1786.75,-11.99,45.6
2021-03-22 04:00:00+00:00,CORRECTION,CRASH,1787.9,-11.93,49.7
2021-03-22 05:00:00+00:00,CORRECTION,CRASH,1788.42,-11.91,49.9
2021-03-22 06:00:00+00:00,CORRECTION,CRASH,1789.28,-11.87,50.3
2021-03-22 07:00:00+00:00,CORRECTION,CRASH,1788.54,-11.9,49.9
2021-03-22 10:00:00+00:00,CORRECTION,CRASH,1793.34,-11.67,52.9
2021-03-22 11:00:00+00:00,CORRECTION,CRASH,1795.37,-11.57,54.0
2021-03-22 13:00:00+00:00,CORRECTION,CRASH,1778.39,-11.25,45.0
2021-03-22 14:00:00+00:00,CORRECTION,CRASH,1779.63,-11.19,45.7
2021-03-22 15:00:00+00:00,CORRECTION,CRASH,1779.49,-11.2,45.6
2021-03-22 16:00:00+00:00,CORRECTION,CRASH,1774.88,-11.19,43.1
2021-03-22 17:00:00+00:00,CORRECTION,CRASH,1781.27,-10.87,47.5
2021-03-22 18:00:00+00:00,CORRECTION,CRASH,1772.11,-11.16,42.4
2021-03-23 19:00:00+00:00,CORRECTION,CRASH,1706.68,-11.83,47.7
2021-03-24 08:00:00+00:00,CORRECTION,CRASH,1712.48,-11.42,58.4
2021-03-24 09:00:00+00:00,CORRECTION,CRASH,1711.95,-11.45,58.2
2021-03-24 10:00:00+00:00,CORRECTION,CRASH,1716.67,-11.2,59.9
2021-03-24 11:00:00+00:00,CORRECTION,CRASH,1714.51,-11.32,58.7
2021-03-24 12:00:00+00:00,CORRECTION,CRASH,1732.34,-10.39,64.8
2021-03-24 13:00:00+00:00,CORRECTION,CRASH,1723.37,-10.86,60.0
2021-03-24 14:00:00+00:00,CORRECTION,CRASH,1722.17,-10.92,59.4
2021-03-24 15:00:00+00:00,CORRECTION,CRASH,1720.12,-11.02,58.2
2021-03-26 16:00:00+00:00,RECOVERY,CRASH,1667.21,-13.76,65.3
2021-03-26 17:00:00+00:00,RECOVERY,CRASH,1665.51,-13.85,64.5
2021-04-02 16:00:00+00:00,BULL,RECOVERY,2058.47,-0.75,74.9
2021-04-02 17:00:00+00:00,BULL,RECOVERY,2054.79,-0.93,72.9
2021-04-07 00:00:00+00:00,RANGE,BULL,2093.06,-2.24,45.4
2021-04-07 01:00:00+00:00,RANGE,BULL,2098.19,-2.0,47.3
2021-04-07 03:00:00+00:00,RANGE,BULL,2105.0,-1.68,49.8
2021-04-07 04:00:00+00:00,RANGE,BULL,2090.5,-2.36,44.8
2021-04-07 17:00:00+00:00,CRASH,RANGE,1965.5,-8.2,29.8
2021-04-07 18:00:00+00:00,CRASH,RANGE,1961.83,-8.37,29.2
2021-04-21 17:00:00+00:00,RECOVERY,CRASH,2421.34,-4.45,65.7
2021-04-21 18:00:00+00:00,RECOVERY,CRASH,2409.28,-4.93,63.3
2021-04-28 17:00:00+00:00,BULL,RECOVERY,2715.93,-0.36,61.5
2021-04-28 18:00:00+00:00,BULL,RECOVERY,2728.91,0.0,63.2
2021-05-04 15:00:00+00:00,RANGE,BULL,3231.77,-7.38,44.3
2021-05-04 16:00:00+00:00,RANGE,BULL,3267.77,-6.35,47.1
2021-05-04 22:00:00+00:00,RANGE,BULL,3313.37,-5.04,49.0
2021-05-04 23:00:00+00:00,RANGE,BULL,3240.01,-7.14,43.7
2021-05-05 01:00:00+00:00,BULL,RANGE,3370.76,-3.39,53.6
2021-05-05 07:00:00+00:00,BULL,RANGE,3342.58,-4.2,52.4
2021-05-05 08:00:00+00:00,BULL,RANGE,3355.82,-3.82,53.5
2021-05-05 15:00:00+00:00,RANGE,BULL,3309.92,-5.14,47.4
2021-05-06 06:00:00+00:00,RANGE,BULL,3398.13,-3.73,47.6
2021-05-06 18:00:00+00:00,RANGE,BULL,3465.02,-2.57,49.5
2021-05-06 20:00:00+00:00,RANGE,BULL,3467.95,-2.48,49.7
2021-05-07 01:00:00+00:00,RANGE,BULL,3462.09,-2.65,47.8
2021-05-07 02:00:00+00:00,RANGE,BULL,3437.58,-3.34,45.0
2021-05-07 09:00:00+00:00,BULL,RANGE,3464.36,-2.58,50.7
2021-05-07 12:00:00+00:00,BULL,RANGE,3498.69,-1.62,56.2
2021-05-07 13:00:00+00:00,BULL,RANGE,3501.01,-1.55,56.5
2021-05-07 21:00:00+00:00,RANGE,BULL,3480.39,-2.51,48.2
2021-05-07 22:00:00+00:00,RANGE,BULL,3446.91,-3.45,42.8
2021-05-08 00:00:00+00:00,BULL,RANGE,3528.17,-1.17,56.1
2021-05-08 01:00:00+00:00,BULL,RANGE,3532.66,-1.05,56.7
2021-05-09 12:00:00+00:00,RANGE,BULL,3745.99,-5.51,43.0
2021-05-10 19:00:00+00:00,RANGE,BULL,3992.76,-4.25,46.0
2021-05-10 20:00:00+00:00,RANGE,BULL,3906.23,-6.33,40.2
2021-05-10 22:00:00+00:00,BULL,RANGE,4036.9,-3.19,50.5
2021-05-11 09:00:00+00:00,BULL,RANGE,4014.62,-3.73,53.3
2021-05-11 10:00:00+00:00,BULL,RANGE,4044.55,-3.01,55.2
2021-05-11 12:00:00+00:00,RANGE,BULL,3971.45,-4.76,49.8
2021-05-12 15:00:00+00:00,RANGE,BULL,4196.69,-3.23,48.8
2021-05-12 16:00:00+00:00,RANGE,BULL,4149.0,-4.33,44.4
2021-05-12 22:00:00+00:00,BULL,RANGE,4239.26,-2.24,55.3
2021-05-12 23:00:00+00:00,CRASH,RANGE,3826.37,-11.77,32.8
2021-05-13 00:00:00+00:00,CRASH,RANGE,3898.62,-10.1,37.6
2021-05-26 23:00:00+00:00,RECOVERY,CRASH,2889.84,-33.36,63.7
2021-05-27 00:00:00+00:00,RECOVERY,CRASH,2815.55,-35.07,55.1
2021-05-29 23:00:00+00:00,CRASH,RECOVERY,2280.72,-47.41,37.2
2021-05-30 00:00:00+00:00,CRASH,RECOVERY,2232.39,-48.52,33.3
2021-06-13 20:00:00+00:00,RECOVERY,CRASH,2526.6,-38.61,71.9
2021-06-13 21:00:00+00:00,RECOVERY,CRASH,2522.28,-38.71,70.9
2021-06-16 20:00:00+00:00,CRASH,RECOVERY,2399.59,-32.23,29.3
2021-06-16 21:00:00+00:00,CRASH,RECOVERY,2412.92,-31.85,33.9
2021-06-30 20:00:00+00:00,RECOVERY,CRASH,2237.25,-22.19,63.9
2021-06-30 21:00:00+00:00,RECOVERY,CRASH,2264.93,-21.23,67.1
2021-07-05 11:00:00+00:00,CRASH,RECOVERY,2196.0,-22.51,33.9
2021-07-05 12:00:00+00:00,CRASH,RECOVERY,2212.67,-21.92,37.7
2021-07-07 19:00:00+00:00,CORRECTION,CRASH,2366.89,-10.98,55.9
2021-07-07 20:00:00+00:00,CORRECTION,CRASH,2363.0,-10.3,54.4
2021-07-07 21:00:00+00:00,CORRECTION,CRASH,2346.81,-10.92,48.7
2021-07-07 22:00:00+00:00,CORRECTION,CRASH,2327.18,-11.66,42.8
2021-07-21 08:00:00+00:00,RECOVERY,CRASH,1871.79,-21.78,66.1
2021-07-21 09:00:00+00:00,RECOVERY,CRASH,1892.76,-20.91,69.6
2021-07-27 06:00:00+00:00,CRASH,RECOVERY,2189.76,-8.5,38.7
2021-07-27 07:00:00+00:00,CRASH,RECOVERY,2204.52,-7.88,42.1
2021-08-10 07:00:00+00:00,RECOVERY,CRASH,3143.89,-0.83,56.4
2021-08-10 08:00:00+00:00,RECOVERY,CRASH,3165.23,-0.15,59.2
2021-08-17 07:00:00+00:00,RANGE,RECOVERY,3172.31,-4.58,43.9
2021-08-17 08:00:00+00:00,RANGE,RECOVERY,3183.6,-4.24,46.5
2021-08-18 11:00:00+00:00,CRASH,RANGE,3001.02,-9.73,35.4
2021-08-18 12:00:00+00:00,CRASH,RANGE,3028.95,-8.89,40.9
2021-09-01 11:00:00+00:00,RECOVERY,CRASH,3533.54,-0.36,69.3
2021-09-01 12:00:00+00:00,RECOVERY,CRASH,3539.3,-0.2,70.1
2021-09-07 14:00:00+00:00,CRASH,RECOVERY,3406.17,-14.43,13.5
2021-09-07 15:00:00+00:00,CRASH,RECOVERY,3463.49,-12.99,21.3
2021-09-23 00:00:00+00:00,RECOVERY,CRASH,3044.17,-23.52,58.5
2021-09-23 01:00:00+00:00,RECOVERY,CRASH,3071.28,-22.84,61.5
2021-09-26 04:00:00+00:00,CRASH,RECOVERY,2849.4,-28.42,37.8
2021-09-26 05:00:00+00:00,CRASH,RECOVERY,2840.97,-28.63,36.5
2021-10-05 20:00:00+00:00,CORRECTION,CRASH,3526.56,-10.98,70.5
2021-10-05 21:00:00+00:00,CORRECTION,CRASH,3540.29,-10.63,72.1
2021-10-05 22:00:00+00:00,CORRECTION,CRASH,3512.1,-11.35,64.4
2021-10-05 23:00:00+00:00,CORRECTION,CRASH,3515.3,-11.27,64.8
2021-10-06 00:00:00+00:00,CORRECTION,CRASH,3525.56,-11.01,66.3
2021-10-06 01:00:00+00:00,CORRECTION,CRASH,3496.05,-11.75,58.6
2021-10-06 02:00:00+00:00,CORRECTION,CRASH,3503.91,-11.55,59.9
2021-10-06 03:00:00+00:00,CORRECTION,CRASH,3488.64,-11.94,56.1
2021-10-06 05:00:00+00:00,CORRECTION,CRASH,3494.17,-11.8,56.6
2021-10-06 06:00:00+00:00,CORRECTION,CRASH,3491.46,-11.87,56.0
2021-10-06 13:00:00+00:00,CORRECTION,CRASH,3580.0,-9.49,65.9
2021-10-06 14:00:00+00:00,CORRECTION,CRASH,3599.49,-9.0,67.5
2021-10-06 15:00:00+00:00,CORRECTION,CRASH,3614.2,-8.62,68.7
2021-10-06 16:00:00+00:00,CORRECTION,CRASH,3599.15,-9.0,66.0
2021-10-06 17:00:00+00:00,CORRECTION,CRASH,3578.95,-9.51,62.5
2021-10-06 18:00:00+00:00,CORRECTION,CRASH,3584.07,-9.38,63.0
2021-10-06 19:00:00+00:00,CORRECTION,CRASH,3589.99,-9.24,63.7
2021-10-06 20:00:00+00:00,CORRECTION,CRASH,3562.53,-9.93,58.6
2021-10-06 21:00:00+00:00,CORRECTION,CRASH,3586.06,-9.02,61.4
2021-10-06 22:00:00+00:00,CORRECTION,CRASH,3590.34,-8.74,61.9
2021-10-06 23:00:00+00:00,CORRECTION,CRASH,3575.85,-9.1,59.1
2021-10-07 00:00:00+00:00,CORRECTION,CRASH,3540.27,-10.01,52.6
2021-10-07 01:00:00+00:00,CORRECTION,CRASH,3517.57,-10.59,49.0
2021-10-07 02:00:00+00:00,CORRECTION,CRASH,3533.39,-9.92,51.5
2021-10-07 03:00:00+00:00,CORRECTION,CRASH,3521.14,-10.23,49.4
2021-10-07 04:00:00+00:00,CORRECTION,CRASH,3543.41,-9.66,53.1
2021-10-07 05:00:00+00:00,CORRECTION,CRASH,3539.53,-9.27,52.4
2021-10-07 06:00:00+00:00,CORRECTION,CRASH,3531.26,-9.1,50.8
2021-10-07 07:00:00+00:00,CORRECTION,CRASH,3612.85,-4.02,62.7
2021-10-07 08:00:00+00:00,CORRECTION,CRASH,3591.03,-4.6,58.6
2021-10-11 13:00:00+00:00,RECOVERY,CORRECTION,3592.01,-1.93,60.0
2021-10-11 14:00:00+00:00,RECOVERY,CORRECTION,3597.79,-1.77,61.0
2021-10-18 13:00:00+00:00,RANGE,RECOVERY,3803.1,-3.85,47.4
2021-10-18 14:00:00+00:00,RANGE,RECOVERY,3785.04,-4.31,45.0
2021-10-20 01:00:00+00:00,BULL,RANGE,3858.84,-2.44,60.5
2021-10-20 02:00:00+00:00,BULL,RANGE,3848.58,-2.7,57.5
2021-10-24 08:00:00+00:00,RANGE,BULL,4072.23,-5.47,47.0
2021-10-24 11:00:00+00:00,RANGE,BULL,4026.08,-6.54,39.5
2021-10-24 12:00:00+00:00,RANGE,BULL,4038.38,-6.26,42.1
2021-10-25 04:00:00+00:00,BULL,RANGE,4148.79,-3.69,63.2
2021-10-25 05:00:00+00:00,BULL,RANGE,4124.33,-4.26,57.5
2021-10-26 13:00:00+00:00,RANGE,BULL,4187.07,-2.8,49.3
2021-10-26 14:00:00+00:00,RANGE,BULL,4151.23,-3.64,41.8
2021-10-26 16:00:00+00:00,RANGE,BULL,4166.8,-3.27,46.1
2021-10-26 22:00:00+00:00,RANGE,BULL,4120.25,-4.36,40.1
2021-10-26 23:00:00+00:00,RANGE,BULL,4131.47,-4.09,41.9
2021-10-27 03:00:00+00:00,BULL,RANGE,4210.45,-2.26,53.8
2021-10-27 04:00:00+00:00,BULL,RANGE,4282.41,-0.59,61.9
2021-10-27 07:00:00+00:00,RANGE,BULL,4138.11,-3.94,43.4
2021-10-27 08:00:00+00:00,RANGE,BULL,4048.11,-6.03,36.0
2021-10-28 17:00:00+00:00,BULL,RANGE,4225.24,-1.92,67.3
2021-10-28 18:00:00+00:00,BULL,RANGE,4180.23,-2.96,59.5
2021-10-30 03:00:00+00:00,RANGE,BULL,4344.23,-2.18,49.0
2021-10-30 04:00:00+00:00,RANGE,BULL,4337.39,-2.34,47.8
2021-10-30 07:00:00+00:00,RANGE,BULL,4349.43,-2.06,49.8
2021-10-30 08:00:00+00:00,RANGE,BULL,4320.81,-2.71,44.6
2021-10-30 10:00:00+00:00,BULL,RANGE,4347.09,-2.12,50.2
2021-10-30 19:00:00+00:00,BULL,RANGE,4339.34,-2.29,52.4
2021-10-30 23:00:00+00:00,BULL,RANGE,4324.67,-2.62,50.5
2021-10-31 00:00:00+00:00,BULL,RANGE,4386.3,-1.23,60.6
2021-10-31 05:00:00+00:00,RANGE,BULL,4331.35,-2.47,48.8
2021-10-31 06:00:00+00:00,RANGE,BULL,4320.87,-2.71,46.8
2021-11-02 05:00:00+00:00,BULL,RANGE,4370.11,-1.6,59.2
2021-11-02 06:00:00+00:00,BULL,RANGE,4380.58,-1.36,60.7
2021-11-03 12:00:00+00:00,RANGE,BULL,4527.08,-2.35,49.6
2021-11-03 13:00:00+00:00,RANGE,BULL,4485.04,-3.26,44.1
2021-11-03 15:00:00+00:00,BULL,RANGE,4549.51,-1.87,53.1
2021-11-03 17:00:00+00:00,BULL,RANGE,4551.55,-1.83,53.2
2021-11-03 18:00:00+00:00,BULL,RANGE,4657.27,0.0,64.0
2021-11-04 01:00:00+00:00,RANGE,BULL,4558.75,-2.12,49.6
2021-11-04 03:00:00+00:00,RANGE,BULL,4560.64,-2.07,49.8
2021-11-04 05:00:00+00:00,RANGE,BULL,4543.06,-2.45,47.1
2021-11-04 07:00:00+00:00,RANGE,BULL,4521.96,-2.91,44.6
2021-11-04 08:00:00+00:00,RANGE,BULL,4506.63,-3.23,42.8
2021-11-04 13:00:00+00:00,BULL,RANGE,4553.05,-2.24,50.5
2021-11-07 06:00:00+00:00,BULL,RANGE,4549.63,-2.31,63.6
2021-11-07 07:00:00+00:00,BULL,RANGE,4545.21,-2.41,62.0
2021-11-09 16:00:00+00:00,RANGE,BULL,4774.43,-1.13,49.2
2021-11-09 17:00:00+00:00,RANGE,BULL,4777.86,-1.05,50.0
2021-11-09 20:00:00+00:00,BULL,RANGE,4776.95,-1.07,50.7
2021-11-09 21:00:00+00:00,BULL,RANGE,4799.58,-0.6,55.4
2021-11-10 15:00:00+00:00,BULL,RANGE,4849.04,0.0,64.7
2021-11-10 16:00:00+00:00,BULL,RANGE,4846.92,-0.04,64.3
2021-11-10 19:00:00+00:00,RANGE,BULL,4703.51,-3.0,41.4
2021-11-10 20:00:00+00:00,RANGE,BULL,4639.39,-4.32,35.2
2021-11-12 04:00:00+00:00,BULL,RANGE,4782.15,-1.38,58.0
2021-11-15 09:00:00+00:00,BULL,RANGE,4723.99,-2.58,65.4
2021-11-15 10:00:00+00:00,BULL,RANGE,4733.84,-2.38,66.8
2021-11-15 15:00:00+00:00,RANGE,BULL,4651.54,-4.07,45.7
2021-11-15 16:00:00+00:00,RANGE,BULL,4615.0,-4.83,39.9
2021-11-16 02:00:00+00:00,CRASH,RANGE,4349.63,-10.3,18.8
2021-11-16 03:00:00+00:00,CRASH,RANGE,4312.36,-11.07,17.1
2021-11-30 02:00:00+00:00,RECOVERY,CRASH,4469.98,-7.82,66.0
2021-11-30 03:00:00+00:00,RECOVERY,CRASH,4439.05,-8.46,60.2
2021-12-03 19:00:00+00:00,CRASH,RECOVERY,4229.08,-12.79,21.9
2021-12-03 20:00:00+00:00,CRASH,RECOVERY,4212.34,-13.13,21.2
